AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress
1956,2438,91,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea"
1957,2438,64,Science Museum - Jeju,"Main Street, Jeju, South Korea"
1958,2446,76,Grand Mosque - South Korea,"Main Street, South Korea, South Korea"
1959,2446,34,Local Bazaar - South Korea,"Main Street, South Korea, South Korea"
1960,2446,64,Science Museum - South Korea,"Main Street, South Korea, South Korea"
1961,2446,76,Grand Mosque - South Korea,"Main Street, South Korea, South Korea"
1962,2453,13,Sunset Cove - Banqiao,"Main Street, Banqiao, Taiwan"
1963,2453,13,Golden Sand Beach - Banqiao,"Main Street, Banqiao, Taiwan"
1964,2453,91,Wildlife Reserve - Banqiao,"Main Street, Banqiao, Taiwan"
1965,2453,76,Cathedral - Banqiao,"Main Street, Banqiao, Taiwan"
1966,2470,34,Flea Market - Taoyuan,"Main Street, Taoyuan, Taiwan"
1967,2470,91,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan"
1968,2470,91,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan"
1969,2470,34,Night Market - Taoyuan,"Main Street, Taoyuan, Taiwan"
1970,2468,91,Eco Park - Taipei,"Main Street, Taipei, Taiwan"
1971,2468,13,Crystal Bay - Taipei,"Main Street, Taipei, Taiwan"
1972,2468,91,Wildlife Reserve - Taipei,"Main Street, Taipei, Taiwan"
1973,2468,76,Grand Mosque - Taipei,"Main Street, Taipei, Taiwan"
1974,2475,34,Farmers' Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1975,2475,34,Flea Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1976,2475,34,Local Bazaar - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1977,2475,76,Ancient Temple - Al Muharraq,"Main Street, Al Muharraq, Bahrain"
1978,2478,13,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1979,2478,13,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1980,2478,13,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain"
1981,2478,76,Ancient Temple - Manama,"Main Street, Manama, Bahrain"
1982,2476,64,Science Museum - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1983,2476,91,Eco Park - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1984,2476,64,Art Gallery - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1985,2476,76,Ancient Temple - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain"
1986,2479,13,Crystal Bay - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1987,2479,76,Grand Mosque - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1988,2479,91,Wildlife Reserve - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1989,2479,64,Art Gallery - Ayia Napa,"Main Street, Ayia Napa, Cyprus"
1990,2480,91,Eco Park - Chloraka,"Main Street, Chloraka, Cyprus"
1991,2480,91,Botanical Garden - Chloraka,"Main Street, Chloraka, Cyprus"
1992,2480,64,Cultural Heritage Center - Chloraka,"Main Street, Chloraka, Cyprus"
1993,2480,13,Sunset Cove - Chloraka,"Main Street, Chloraka, Cyprus"
1994,2484,64,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus"
1995,2484,64,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus"
1996,2484,76,Sacred Shrine - Kouklia,"Main Street, Kouklia, Cyprus"
1997,2484,76,Cathedral - Kouklia,"Main Street, Kouklia, Cyprus"
1998,2495,34,Flea Market - Iran,"Main Street, Iran, Iran"
1999,2495,13,Crystal Bay - Iran,"Main Street, Iran, Iran"
2000,2495,91,Wildlife Reserve - Iran,"Main Street, Iran, Iran"
2001,2495,34,Farmers' Market - Iran,"Main Street, Iran, Iran"
2002,2496,64,Cultural Heritage Center - Isfahan,"Main Street, Isfahan, Iran"
2003,2496,13,Sunset Cove - Isfahan,"Main Street, Isfahan, Iran"
2004,2496,13,Crystal Bay - Isfahan,"Main Street, Isfahan, Iran"
2005,2496,76,Cathedral - Isfahan,"Main Street, Isfahan, Iran"
2006,2503,91,Wildlife Reserve - Now Shahr,"Main Street, Now Shahr, Iran"
2007,2503,64,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran"
2008,2503,64,Science Museum - Now Shahr,"Main Street, Now Shahr, Iran"
2009,2503,64,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran"
2010,2514,64,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq"
2011,2514,64,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq"
2012,2514,34,Night Market - Baghdad,"Main Street, Baghdad, Iraq"
2013,2514,64,History Museum - Baghdad,"Main Street, Baghdad, Iraq"
2014,2516,13,Crystal Bay - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2015,2516,13,Paradise Beach - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2016,2516,91,National Park - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2017,2516,34,Farmers' Market - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq"
2018,2513,34,Flea Market - Bagdad,"Main Street, Bagdad, Iraq"
2019,2513,13,Golden Sand Beach - Bagdad,"Main Street, Bagdad, Iraq"
2020,2513,76,Cathedral - Bagdad,"Main Street, Bagdad, Iraq"
2021,2513,76,Cathedral - Bagdad,"Main Street, Bagdad, Iraq"
2022,2517,34,Flea Market - Batzra,"Main Street, Batzra, Israel"
2023,2517,64,Science Museum - Batzra,"Main Street, Batzra, Israel"
2024,2517,13,Golden Sand Beach - Batzra,"Main Street, Batzra, Israel"
2025,2517,13,Crystal Bay - Batzra,"Main Street, Batzra, Israel"
2026,2518,13,Sunset Cove - Beit She'an,"Main Street, Beit She'an, Israel"
2027,2518,13,Paradise Beach - Beit She'an,"Main Street, Beit She'an, Israel"
2028,2518,91,National Park - Beit She'an,"Main Street, Beit She'an, Israel"
2029,2518,34,Farmers' Market - Beit She'an,"Main Street, Beit She'an, Israel"
2030,2522,64,Science Museum - Israel,"Main Street, Israel, Israel"
2031,2522,91,Botanical Garden - Israel,"Main Street, Israel, Israel"
2032,2522,91,National Park - Israel,"Main Street, Israel, Israel"
2033,2522,64,Science Museum - Israel,"Main Street, Israel, Israel"
2034,2534,13,Golden Sand Beach - Amman,"Main Street, Amman, Jordan"
2035,2534,64,Art Gallery - Amman,"Main Street, Amman, Jordan"
2036,2534,91,Wildlife Reserve - Amman,"Main Street, Amman, Jordan"
2037,2534,64,Science Museum - Amman,"Main Street, Amman, Jordan"
2038,2536,34,Flea Market - Jordan,"Main Street, Jordan, Jordan"
2039,2536,64,Cultural Heritage Center - Jordan,"Main Street, Jordan, Jordan"
2040,2536,34,Local Bazaar - Jordan,"Main Street, Jordan, Jordan"
2041,2536,76,Ancient Temple - Jordan,"Main Street, Jordan, Jordan"
2042,2533,64,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2043,2533,76,Grand Mosque - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2044,2533,64,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2045,2533,76,Cathedral - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan"
2046,2537,13,Crystal Bay - Kuwait,"Main Street, Kuwait, Kuwait"
2047,2537,34,Night Market - Kuwait,"Main Street, Kuwait, Kuwait"
2048,2537,64,Science Museum - Kuwait,"Main Street, Kuwait, Kuwait"
2049,2537,34,Night Market - Kuwait,"Main Street, Kuwait, Kuwait"
2050,2538,76,Grand Mosque - Kuwait City,"Main Street, Kuwait City, Kuwait"
2051,2538,64,History Museum - Kuwait City,"Main Street, Kuwait City, Kuwait"
2052,2538,34,Night Market - Kuwait City,"Main Street, Kuwait City, Kuwait"
2053,2538,13,Golden Sand Beach - Kuwait City,"Main Street, Kuwait City, Kuwait"
2054,2542,76,Cathedral - Salwa,"Main Street, Salwa, Kuwait"
2055,2542,34,Flea Market - Salwa,"Main Street, Salwa, Kuwait"
2056,2542,13,Golden Sand Beach - Salwa,"Main Street, Salwa, Kuwait"
2057,2542,76,Ancient Temple - Salwa,"Main Street, Salwa, Kuwait"
2058,2543,13,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon"
2059,2543,91,National Park - Bchamoun,"Main Street, Bchamoun, Lebanon"
2060,2543,76,Cathedral - Bchamoun,"Main Street, Bchamoun, Lebanon"
2061,2543,13,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon"
2062,2544,13,Golden Sand Beach - Beirut,"Main Street, Beirut, Lebanon"
2063,2544,64,Art Gallery - Beirut,"Main Street, Beirut, Lebanon"
2064,2544,13,Sunset Cove - Beirut,"Main Street, Beirut, Lebanon"
2065,2544,64,Cultural Heritage Center - Beirut,"Main Street, Beirut, Lebanon"
2066,2548,34,Flea Market - Tripoli,"Main Street, Tripoli, Lebanon"
2067,2548,34,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon"
2068,2548,34,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon"
2069,2548,76,Sacred Shrine - Tripoli,"Main Street, Tripoli, Lebanon"
2070,2549,34,Local Bazaar - Tripoli,"Main Street, Tripoli, Libya"
2071,2549,64,Art Gallery - Tripoli,"Main Street, Tripoli, Libya"
2072,2549,13,Paradise Beach - Tripoli,"Main Street, Tripoli, Libya"
2073,2549,64,History Museum - Tripoli,"Main Street, Tripoli, Libya"
2074,2551,76,Sacred Shrine - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2075,2551,34,Local Bazaar - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2076,2551,64,Art Gallery - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2077,2551,34,Night Market - Muscat Governorate,"Main Street, Muscat Governorate, Oman"
2078,2555,91,National Park - Seeb,"Main Street, Seeb, Oman"
2079,2555,64,History Museum - Seeb,"Main Street, Seeb, Oman"
2080,2555,91,Wildlife Reserve - Seeb,"Main Street, Seeb, Oman"
2081,2555,64,Cultural Heritage Center - Seeb,"Main Street, Seeb, Oman"
2082,2550,13,Crystal Bay - Muscat,"Main Street, Muscat, Oman"
2083,2550,76,Sacred Shrine - Muscat,"Main Street, Muscat, Oman"
2084,2550,34,Flea Market - Muscat,"Main Street, Muscat, Oman"
2085,2550,91,Wildlife Reserve - Muscat,"Main Street, Muscat, Oman"
2086,2559,76,Cathedral - Jericho,"Main Street, Jericho, Palestine"
2087,2559,64,History Museum - Jericho,"Main Street, Jericho, Palestine"
2088,2559,76,Grand Mosque - Jericho,"Main Street, Jericho, Palestine"
2089,2559,13,Crystal Bay - Jericho,"Main Street, Jericho, Palestine"
2090,2561,13,Crystal Bay - West Bank,"Main Street, West Bank, Palestine"
2091,2561,13,Crystal Bay - West Bank,"Main Street, West Bank, Palestine"
2092,2561,13,Paradise Beach - West Bank,"Main Street, West Bank, Palestine"
2093,2561,91,Botanical Garden - West Bank,"Main Street, West Bank, Palestine"
2094,2558,64,History Museum - Hebron,"Main Street, Hebron, Palestine"
2095,2558,76,Sacred Shrine - Hebron,"Main Street, Hebron, Palestine"
2096,2558,64,Cultural Heritage Center - Hebron,"Main Street, Hebron, Palestine"
2097,2558,34,Farmers' Market - Hebron,"Main Street, Hebron, Palestine"
2098,2563,34,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2099,2563,34,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2100,2563,13,Golden Sand Beach - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2101,2563,76,Cathedral - Al-Rayyan,"Main Street, Al-Rayyan, Qatar"
2102,2566,76,Ancient Temple - Qatar,"Main Street, Qatar, Qatar"
2103,2566,64,History Museum - Qatar,"Main Street, Qatar, Qatar"
2104,2566,64,Art Gallery - Qatar,"Main Street, Qatar, Qatar"
2105,2566,64,Cultural Heritage Center - Qatar,"Main Street, Qatar, Qatar"
2106,2564,64,Art Gallery - Doha,"Main Street, Doha, Qatar"
2107,2564,76,Cathedral - Doha,"Main Street, Doha, Qatar"
2108,2564,34,Farmers' Market - Doha,"Main Street, Doha, Qatar"
2109,2564,64,History Museum - Doha,"Main Street, Doha, Qatar"
2110,2582,91,Botanical Garden - Medina,"Main Street, Medina, Saudi Arabia"
2111,2582,76,Cathedral - Medina,"Main Street, Medina, Saudi Arabia"
2112,2582,91,Wildlife Reserve - Medina,"Main Street, Medina, Saudi Arabia"
2113,2582,13,Paradise Beach - Medina,"Main Street, Medina, Saudi Arabia"
2114,2576,13,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2115,2576,13,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2116,2576,91,Wildlife Reserve - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2117,2576,13,Sunset Cove - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia"
2118,2567,34,Local Bazaar - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2119,2567,13,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2120,2567,76,Grand Mosque - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2121,2567,13,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia"
2122,2598,91,Wildlife Reserve - Bursa,"Main Street, Bursa, Turkey"
2123,2598,13,Crystal Bay - Bursa,"Main Street, Bursa, Turkey"
2124,2598,91,Botanical Garden - Bursa,"Main Street, Bursa, Turkey"
2125,2598,34,Local Bazaar - Bursa,"Main Street, Bursa, Turkey"
2126,2603,76,Ancient Temple - Goreme,"Main Street, Goreme, Turkey"
2127,2603,76,Ancient Temple - Goreme,"Main Street, Goreme, Turkey"
2128,2603,34,Flea Market - Goreme,"Main Street, Goreme, Turkey"
2129,2603,13,Paradise Beach - Goreme,"Main Street, Goreme, Turkey"
2130,2599,64,Art Gallery - Datca,"Main Street, Datca, Turkey"
2131,2599,64,Art Gallery - Datca,"Main Street, Datca, Turkey"
2132,2599,13,Crystal Bay - Datca,"Main Street, Datca, Turkey"
2133,2599,91,Eco Park - Datca,"Main Street, Datca, Turkey"
2134,2625,91,National Park - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2135,2625,64,History Museum - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2136,2625,76,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2137,2625,76,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates"
2138,2633,13,Paradise Beach - Riverland,"Main Street, Riverland, United Arab Emirates"
2139,2633,76,Grand Mosque - Riverland,"Main Street, Riverland, United Arab Emirates"
2140,2633,76,Cathedral - Riverland,"Main Street, Riverland, United Arab Emirates"
2141,2633,64,History Museum - Riverland,"Main Street, Riverland, United Arab Emirates"
2142,2617,34,Night Market - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2143,2617,91,Botanical Garden - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2144,2617,64,Cultural Heritage Center - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2145,2617,76,Sacred Shrine - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates"
2146,2642,64,Science Museum - Kabul,"Main Street, Kabul, Afghanistan"
2147,2642,13,Paradise Beach - Kabul,"Main Street, Kabul, Afghanistan"
2148,2642,64,Science Museum - Kabul,"Main Street, Kabul, Afghanistan"
2149,2642,91,National Park - Kabul,"Main Street, Kabul, Afghanistan"
2150,2641,91,Eco Park - Bagram,"Main Street, Bagram, Afghanistan"
2151,2641,34,Night Market - Bagram,"Main Street, Bagram, Afghanistan"
2152,2641,91,Eco Park - Bagram,"Main Street, Bagram, Afghanistan"
2153,2641,13,Crystal Bay - Bagram,"Main Street, Bagram, Afghanistan"
2154,2643,13,Golden Sand Beach - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2155,2643,76,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2156,2643,76,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2157,2643,91,National Park - Bangladesh,"Main Street, Bangladesh, Bangladesh"
2158,2644,91,Eco Park - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2159,2644,13,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2160,2644,13,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2161,2644,64,Science Museum - Barisal Division,"Main Street, Barisal Division, Bangladesh"
2162,2648,76,Ancient Temple - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2163,2648,64,Cultural Heritage Center - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2164,2648,64,History Museum - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2165,2648,76,Sacred Shrine - Dhaka City,"Main Street, Dhaka City, Bangladesh"
2166,2661,13,Crystal Bay - Thimphu,"Main Street, Thimphu, Bhutan"
2167,2661,13,Paradise Beach - Thimphu,"Main Street, Thimphu, Bhutan"
2168,2661,91,Eco Park - Thimphu,"Main Street, Thimphu, Bhutan"
2169,2661,76,Sacred Shrine - Thimphu,"Main Street, Thimphu, Bhutan"
2170,2660,64,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan"
2171,2660,76,Sacred Shrine - Paro,"Main Street, Paro, Bhutan"
2172,2660,91,Wildlife Reserve - Paro,"Main Street, Paro, Bhutan"
2173,2660,91,National Park - Paro,"Main Street, Paro, Bhutan"
2174,2777,13,Paradise Beach - Kasauli,"Main Street, Kasauli, India"
2175,2777,76,Grand Mosque - Kasauli,"Main Street, Kasauli, India"
2176,2777,13,Golden Sand Beach - Kasauli,"Main Street, Kasauli, India"
2177,2777,13,Crystal Bay - Kasauli,"Main Street, Kasauli, India"
2178,2782,34,Local Bazaar - Kochi,"Main Street, Kochi, India"
2179,2782,91,Wildlife Reserve - Kochi,"Main Street, Kochi, India"
2180,2782,76,Cathedral - Kochi,"Main Street, Kochi, India"
2181,2782,34,Local Bazaar - Kochi,"Main Street, Kochi, India"
2182,2921,34,Flea Market - Warangal,"Main Street, Warangal, India"
2183,2921,91,Wildlife Reserve - Warangal,"Main Street, Warangal, India"
2184,2921,13,Crystal Bay - Warangal,"Main Street, Warangal, India"
2185,2921,64,Cultural Heritage Center - Warangal,"Main Street, Warangal, India"
2186,2930,64,Cultural Heritage Center - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2187,2930,91,National Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2188,2930,91,Eco Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2189,2930,64,Science Museum - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives"
2190,2925,76,Ancient Temple - Addu City,"Main Street, Addu City, Maldives"
2191,2925,76,Grand Mosque - Addu City,"Main Street, Addu City, Maldives"
2192,2925,34,Night Market - Addu City,"Main Street, Addu City, Maldives"
2193,2925,64,Art Gallery - Addu City,"Main Street, Addu City, Maldives"
2194,2934,13,Crystal Bay - Male,"Main Street, Male, Maldives"
2195,2934,91,Wildlife Reserve - Male,"Main Street, Male, Maldives"
2196,2934,76,Cathedral - Male,"Main Street, Male, Maldives"
2197,2934,13,Paradise Beach - Male,"Main Street, Male, Maldives"
2198,2936,34,Flea Market - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2199,2936,64,Art Gallery - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2200,2936,34,Local Bazaar - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2201,2936,91,Eco Park - Bhaktapur,"Main Street, Bhaktapur, Nepal"
2202,2937,76,Ancient Temple - Dharan,"Main Street, Dharan, Nepal"
2203,2937,91,National Park - Dharan,"Main Street, Dharan, Nepal"
2204,2937,76,Sacred Shrine - Dharan,"Main Street, Dharan, Nepal"
2205,2937,64,Science Museum - Dharan,"Main Street, Dharan, Nepal"
2206,2941,64,Science Museum - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2207,2941,76,Grand Mosque - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2208,2941,34,Flea Market - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2209,2941,13,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal"
2210,2950,91,National Park - Sahiwal,"Main Street, Sahiwal, Pakistan"
2211,2950,13,Crystal Bay - Sahiwal,"Main Street, Sahiwal, Pakistan"
2212,2950,64,History Museum - Sahiwal,"Main Street, Sahiwal, Pakistan"
2213,2950,76,Cathedral - Sahiwal,"Main Street, Sahiwal, Pakistan"
2214,2944,13,Golden Sand Beach - Hyderabad,"Main Street, Hyderabad, Pakistan"
2215,2944,76,Cathedral - Hyderabad,"Main Street, Hyderabad, Pakistan"
2216,2944,13,Paradise Beach - Hyderabad,"Main Street, Hyderabad, Pakistan"
2217,2944,13,Crystal Bay - Hyderabad,"Main Street, Hyderabad, Pakistan"
2218,2948,91,Botanical Garden - Lahore,"Main Street, Lahore, Pakistan"
2219,2948,64,History Museum - Lahore,"Main Street, Lahore, Pakistan"
2220,2948,34,Local Bazaar - Lahore,"Main Street, Lahore, Pakistan"
2221,2948,64,Science Museum - Lahore,"Main Street, Lahore, Pakistan"
2222,2979,64,Cultural Heritage Center - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2223,2979,64,History Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2224,2979,64,Science Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2225,2979,13,Golden Sand Beach - Unawatuna,"Main Street, Unawatuna, Sri Lanka"
2226,2968,34,Night Market - Maharagama,"Main Street, Maharagama, Sri Lanka"
2227,2968,76,Sacred Shrine - Maharagama,"Main Street, Maharagama, Sri Lanka"
2228,2968,34,Flea Market - Maharagama,"Main Street, Maharagama, Sri Lanka"
2229,2968,64,History Museum - Maharagama,"Main Street, Maharagama, Sri Lanka"
2230,2964,76,Grand Mosque - Jaffna,"Main Street, Jaffna, Sri Lanka"
2231,2964,91,Botanical Garden - Jaffna,"Main Street, Jaffna, Sri Lanka"
2232,2964,76,Cathedral - Jaffna,"Main Street, Jaffna, Sri Lanka"
2233,2964,13,Paradise Beach - Jaffna,"Main Street, Jaffna, Sri Lanka"
2234,2988,64,Art Gallery - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2235,2988,64,History Museum - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2236,2988,76,Cathedral - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2237,2988,91,Wildlife Reserve - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam"
2238,2982,13,Golden Sand Beach - Brunei,"Main Street, Brunei, Brunei Darussalam"
2239,2982,76,Sacred Shrine - Brunei,"Main Street, Brunei, Brunei Darussalam"
2240,2982,91,Wildlife Reserve - Brunei,"Main Street, Brunei, Brunei Darussalam"
2241,2982,34,Local Bazaar - Brunei,"Main Street, Brunei, Brunei Darussalam"
2242,2986,76,Grand Mosque - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2243,2986,64,History Museum - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2244,2986,13,Golden Sand Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2245,2986,13,Paradise Beach - Kampong Jerudong,"Main Street, Kampong Jerudong, Brunei Darussalam"
2246,2997,13,Sunset Cove - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2247,2997,34,Flea Market - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2248,2997,76,Ancient Temple - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2249,2997,91,Wildlife Reserve - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia"
2250,2991,91,National Park - Cambodia,"Main Street, Cambodia, Cambodia"
2251,2991,64,Art Gallery - Cambodia,"Main Street, Cambodia, Cambodia"
2252,2991,76,Sacred Shrine - Cambodia,"Main Street, Cambodia, Cambodia"
2253,2991,76,Cathedral - Cambodia,"Main Street, Cambodia, Cambodia"
2254,2995,76,Ancient Temple - Poipet,"Main Street, Poipet, Cambodia"
2255,2995,64,Art Gallery - Poipet,"Main Street, Poipet, Cambodia"
2256,2995,76,Ancient Temple - Poipet,"Main Street, Poipet, Cambodia"
2257,2995,76,Sacred Shrine - Poipet,"Main Street, Poipet, Cambodia"
2258,3000,64,History Museum - Dili District,"Main Street, Dili District, East Timor"
2259,3000,91,National Park - Dili District,"Main Street, Dili District, East Timor"
2260,3000,64,Art Gallery - Dili District,"Main Street, Dili District, East Timor"
2261,3000,64,Art Gallery - Dili District,"Main Street, Dili District, East Timor"
2262,3002,34,Night Market - Metiaut,"Main Street, Metiaut, East Timor"
2263,3002,64,Science Museum - Metiaut,"Main Street, Metiaut, East Timor"
2264,3002,64,History Museum - Metiaut,"Main Street, Metiaut, East Timor"
2265,3002,76,Cathedral - Metiaut,"Main Street, Metiaut, East Timor"
2266,2999,34,Local Bazaar - Dili,"Main Street, Dili, East Timor"
2267,2999,76,Cathedral - Dili,"Main Street, Dili, East Timor"
2268,2999,91,Botanical Garden - Dili,"Main Street, Dili, East Timor"
2269,2999,13,Crystal Bay - Dili,"Main Street, Dili, East Timor"
2270,3276,13,Paradise Beach - Tembagapura,"Main Street, Tembagapura, Indonesia"
2271,3276,76,Cathedral - Tembagapura,"Main Street, Tembagapura, Indonesia"
2272,3276,13,Paradise Beach - Tembagapura,"Main Street, Tembagapura, Indonesia"
2273,3276,76,Cathedral - Tembagapura,"Main Street, Tembagapura, Indonesia"
2274,3158,76,Grand Mosque - Manado,"Main Street, Manado, Indonesia"
2275,3158,64,Science Museum - Manado,"Main Street, Manado, Indonesia"
2276,3158,34,Flea Market - Manado,"Main Street, Manado, Indonesia"
2277,3158,64,Cultural Heritage Center - Manado,"Main Street, Manado, Indonesia"
2278,3087,13,Paradise Beach - Gili Meno,"Main Street, Gili Meno, Indonesia"
2279,3087,91,Eco Park - Gili Meno,"Main Street, Gili Meno, Indonesia"
2280,3087,76,Cathedral - Gili Meno,"Main Street, Gili Meno, Indonesia"
2281,3087,13,Sunset Cove - Gili Meno,"Main Street, Gili Meno, Indonesia"
2282,3298,13,Sunset Cove - Laos,"Main Street, Laos, Laos"
2283,3298,91,Wildlife Reserve - Laos,"Main Street, Laos, Laos"
2284,3298,76,Ancient Temple - Laos,"Main Street, Laos, Laos"
2285,3298,34,Local Bazaar - Laos,"Main Street, Laos, Laos"
2286,3299,34,Farmers' Market - Luang Namtha,"Main Street, Luang Namtha, Laos"
2287,3299,64,Cultural Heritage Center - Luang Namtha,"Main Street, Luang Namtha, Laos"
2288,3299,34,Flea Market - Luang Namtha,"Main Street, Luang Namtha, Laos"
2289,3299,13,Crystal Bay - Luang Namtha,"Main Street, Luang Namtha, Laos"
2290,3303,34,Local Bazaar - Vientiane,"Main Street, Vientiane, Laos"
2291,3303,64,Science Museum - Vientiane,"Main Street, Vientiane, Laos"
2292,3303,13,Golden Sand Beach - Vientiane,"Main Street, Vientiane, Laos"
2293,3303,64,Art Gallery - Vientiane,"Main Street, Vientiane, Laos"
2294,3322,91,Eco Park - Cheras,"Main Street, Cheras, Malaysia"
2295,3322,76,Cathedral - Cheras,"Main Street, Cheras, Malaysia"
2296,3322,76,Ancient Temple - Cheras,"Main Street, Cheras, Malaysia"
